194.0,90.0,220.0,7.4,0.41,29.73,0.93,7.3,L
400.0,62.6,165.0,9.4,0.38,17.53,0.89,9.0,L
250.0,80.0,180.0,6.7,0.44,26.87,0.93,5.5,L
827.0,66.77,148.48,8.47,0.45,17.53,0.89,5.08,L
1117.0,35.82,127.93,4.43,0.28,28.9,0.93,3.67,L
853.0,26.06,118.46,3.51,0.22,33.75,0.94,2.89,L
272.0,32.4,140.88,11.96,0.23,11.78,0.84,2.86,L
644.0,34.89,151.7,10.66,0.23,14.23,0.87,3.17,L
692.0,16.21,135.07,10.33,0.12,13.08,0.86,2.49,L
1107.0,19.36,113.87,4.43,0.17,25.7,0.93,2.38,L
1689.0,39.94,117.48,2.98,0.34,39.42,0.95,2.37,L
1220.0,46.22,140.07,2.01,0.33,69.69,0.97,3.29,L
920.0,30.95,123.79,12.67,0.25,9.77,0.81,2.57,L
772.0,20.82,122.47,12.67,0.17,9.67,0.81,2.81,L
920.0,34.15,54.2,12.1,0.63,4.48,0.63,3.17,L
1000.0,60.0,135.0,15.04,0.44,8.98,0.8,4.86,L
1000.0,60.0,66.49,9.72,0.9,6.84,0.74,2.15,L
1000.0,60.0,106.38,11.2,0.56,9.5,0.81,6.11,L
1000.0,60.0,86.03,7.14,0.7,12.05,0.85,2.85,L
1000.0,60.0,149.19,9.3,0.4,16.04,0.88,3.5,L
1000.0,60.0,136.79,10.42,0.44,13.13,0.86,2.12,L
750.0,44.4,120.0,5.0,0.37,24.0,0.92,5.1,L
750.0,13.5,30.0,2.67,0.45,11.2,0.84,2.03,L
435.0,34.0,149.0,5.9,0.23,25.25,0.92,7.6,L
300.0,92.0,263.0,10.7,0.35,24.58,0.92,8.0,L
782.5757575757576,46.4,100.0,4.9,0.46,20.4,0.91,2.0,L
782.5757575757576,23.0,80.0,3.0,0.29,26.8,0.93,0.85,L
782.5757575757576,46.2,105.0,5.3,0.44,19.7,0.9,2.3,L
204.0,35.0,133.4,9.3,0.26,14.34,0.87,2.9,L
782.5757575757576,17.4,161.0,3.98,0.14,31.4,0.95,2.19,L
782.5757575757576,19.0,153.0,4.48,0.15,28.1,0.94,2.11,L
782.5757575757576,19.7,142.0,4.55,0.16,27.9,0.94,2.26,L
569.0,66.1,135.2,10.9,0.49,12.4,0.85,4.6,L
650.0,99.4,129.5,11.3,0.77,11.46,0.84,4.6,L
515.0,33.6,156.3,10.2,0.21,15.32,0.88,5.2,L
520.0,26.9,92.6,9.52,0.29,9.73,0.81,3.7,L
630.0,83.9,95.6,8.69,0.88,11.0,0.83,3.7,L
570.0,59.9,96.5,8.0,0.62,12.06,0.85,1.8,L
682.0,50.6,63.83,5.06,0.79,12.61,0.85,2.23,L
682.0,50.6,85.36,4.91,0.59,17.38,0.89,3.41,L
682.0,50.6,153.1,10.48,0.33,14.61,0.87,3.14,L
490.0,50.09,124.0,5.0,0.4,24.8,0.92,6.53,L
620.0,62.13,124.0,5.0,0.5,24.8,0.92,4.62,L
470.0,40.9,88.25,3.6,0.46,24.51,0.92,4.61,L
900.0,47.56,58.5,3.5,0.81,16.71,0.89,5.0,L
1030.0,43.62,78.1,3.2,0.56,24.41,0.92,6.0,L
374.0,26.9,62.8,2.1,0.42,29.9,0.94,2.4,L
775.0,40.4,72.1,2.1,0.56,34.3,0.94,1.9,L
764.0,29.7,116.0,2.7,0.26,42.9,0.95,3.7,L
760.0,29.1,94.0,2.6,0.31,36.1,0.95,3.2,L
724.0,30.3,88.0,3.1,0.34,28.3,0.93,3.0,L
900.0,47.56,58.5,3.5,0.81,16.71,0.89,5.0,L
610.0,42.4,50.0,6.1,0.85,8.2,0.78,5.3,L
400.0,18.2,60.0,1.9,0.3,31.58,0.94,2.84,L
782.5757575757576,16.4,156.23,10.51,0.1,14.86,0.87,4.14,L
782.5757575757576,16.4,156.14,10.3,0.11,15.16,0.88,4.04,L
660.0,50.28,77.3,7.65,0.65,10.11,0.82,2.47,L
630.0,44.8,77.3,7.65,0.58,10.11,0.82,2.47,L
630.0,48.0,77.3,7.65,0.62,10.11,0.82,2.47,L
630.0,53.4,77.3,7.65,0.69,10.11,0.82,2.47,L
630.0,54.9,77.3,7.65,0.71,10.11,0.82,2.47,L
731.0,21.0,103.0,4.1,0.2,25.12,0.92,2.4,L
1456.0,28.0,100.0,3.9,0.28,25.64,0.92,2.3,L
1735.0,47.0,122.0,5.5,0.39,22.18,0.91,3.4,L
2372.0,52.0,117.0,4.8,0.44,24.38,0.92,3.2,L
1765.0,42.0,117.0,4.8,0.36,24.38,0.92,3.2,L
1878.0,32.0,117.0,4.8,0.27,24.38,0.92,3.2,L
630.0,24.0,110.0,4.4,0.22,25.0,0.92,3.0,L
782.5757575757576,32.8,160.0,6.6,0.21,24.3,0.92,4.6,L
782.5757575757576,44.8,160.0,6.8,0.28,23.6,0.92,4.9,L
782.5757575757576,44.8,160.0,6.7,0.28,23.8,0.92,4.8,L
782.5757575757576,22.4,160.0,6.6,0.14,24.1,0.92,4.3,L
440.0,20.61,54.23,21.49,0.38,2.52,0.43,3.17,L
365.0,61.72,92.4,8.28,0.67,11.16,0.84,5.43,L
365.0,126.72,189.7,8.95,0.67,21.2,0.91,5.43,L
700.0,57.97,125.37,7.74,0.67,21.2,0.46,2.86,L
700.0,57.97,96.16,3.77,0.46,16.2,0.2,2.53,L
700.0,57.97,70.68,4.19,0.6,25.51,0.19,2.87,L
200.0,90.0,170.0,11.3,0.53,15.04,0.88,9.0,M
300.0,55.4,176.0,7.3,0.32,24.11,0.92,9.3,M
400.0,30.0,88.7,3.7,0.34,23.97,0.92,6.6,M
700.0,48.75,180.0,8.3,0.27,21.69,0.91,5.0,M
890.0,89.0,236.0,8.3,0.38,28.43,0.93,5.0,M
150.0,98.6,120.0,6.5,0.82,18.46,0.9,3.8,M
692.4558823529412,57.0,180.0,8.3,0.32,21.69,0.91,5.0,M
692.4558823529412,50.0,130.0,6.0,0.38,21.67,0.91,5.0,M
692.4558823529412,62.5,175.0,7.25,0.36,24.14,0.92,5.0,M
692.4558823529412,75.0,180.0,8.3,0.42,21.69,0.91,5.0,M
692.4558823529412,43.4,123.0,6.0,0.35,20.5,0.91,5.0,M
692.4558823529412,56.1,131.99,9.44,0.43,13.98,0.87,7.44,M
692.4558823529412,54.2,134.0,9.1,0.4,0.15,0.87,7.1,M
692.4558823529412,70.3,128.3,8.7,0.55,0.15,0.87,6.4,M
692.4558823529412,54.2,134.0,9.09,0.4,15.0,0.87,7.08,M
692.4558823529412,70.3,129.0,8.73,0.55,11.4,0.87,6.43,M
896.0,51.5,132.05,6.33,0.39,20.86,0.91,4.63,M
644.0,16.62,156.86,10.66,0.11,14.71,0.87,4.83,M
692.0,16.47,156.9,10.33,0.11,15.19,0.88,4.39,M
850.0,16.3,155.28,10.63,0.11,14.61,0.87,4.4,M
267.0,31.05,147.85,11.96,0.21,12.36,0.85,3.0,M
1205.0,33.15,106.94,2.98,0.31,35.89,0.95,2.15,M
1606.0,39.82,128.46,2.98,0.31,43.11,0.95,2.4,M
785.0,40.99,186.3,12.67,0.22,14.7,0.87,4.1,M
644.0,36.09,164.05,12.67,0.22,12.95,0.86,3.59,M
750.0,63.8,110.0,4.5,0.58,24.4,0.92,6.31,M
700.0,70.4,110.0,4.5,0.64,24.4,0.92,6.31,M
700.0,57.6,120.0,5.0,0.48,24.0,0.92,5.1,M
700.0,19.5,30.0,2.67,0.65,11.2,0.84,2.03,M
600.0,73.2,120.0,5.0,0.61,24.0,0.92,5.1,M
510.0,59.82,85.8,7.31,0.7,11.7,0.84,2.78,M
650.0,109.5,155.8,11.77,0.7,13.24,0.86,5.2,M
550.0,38.3,90.1,10.2,0.43,8.83,0.8,3.7,M
720.0,59.09,88.25,3.6,0.67,24.51,0.92,6.14,M
720.0,47.5,86.3,15.6,0.55,5.53,0.69,6.3,M
720.0,47.5,61.1,5.3,0.78,11.53,0.84,7.2,M
720.0,47.5,99.2,7.3,0.48,13.59,0.86,8.31,M
720.0,47.5,91.3,14.5,0.52,6.3,0.73,21.0,M
780.0,67.2,86.3,15.6,0.78,5.53,0.69,6.3,M
780.0,67.2,61.1,5.3,1.1,11.53,0.84,7.2,M
780.0,67.2,99.2,7.3,0.68,13.59,0.86,8.31,M
780.0,67.2,91.3,14.5,0.74,6.3,0.73,21.0,M
795.0,77.07,78.3,6.8,0.98,11.51,0.84,3.11,M
635.0,67.18,132.2,16.4,0.51,8.06,0.78,3.97,M
762.0,75.03,128.6,13.0,0.58,9.89,0.82,5.76,M
851.0,80.54,237.2,17.66,0.34,13.43,0.86,6.38,M
1032.0,47.56,80.3,3.5,0.59,22.94,0.92,5.0,M
900.0,44.71,82.4,4.7,0.54,17.53,0.89,6.6,M
799.0,39.4,65.2,2.3,0.6,28.3,0.93,3.4,M
